,Player,Team,GP,GS,Min,PTS,PM_2,PA_2,P2proc,PM_3,PA_3,P3proc,FTM,FTA,FTAproc,OR,DR,TR,AST,STL,TO,BLK,BLKA,FC,FD,PIR
316,M. WILLIAMSMARCUS WILLIAMS,"UNI, LOK, CZT",75,38,23,9,1.4,4,36,1.5,4.9,31.4,1.5,2,72.4,0.4,2.2,2.7,4.4,0.6,2,0,0.3,1.3,2.2,8.8
317,C. KORNEGAYCHARLES KORNEGAY,UNI,48,40,21,6.6,2.5,4.5,56,0,0,0,1.5,2.2,69.2,1.8,3.1,5,0.5,0.4,1.6,1.1,0.2,2.5,2.2,8.9
318,B. POPOVICBOJAN POPOVIC,"DYN, UNI, EFS, LIE",58,36,22,7.6,1.5,3.3,44.8,0.6,2.1,26.7,3,3.5,84.3,0.4,1.9,2.3,2.3,1.3,1.9,0.1,0.5,2.3,3.9,8.9
319,L. BARTONLUBOS BARTON,"FOR, ROM, CJB, FCB",69,38,20,8.1,1.9,3.3,57.4,1,3.1,33.6,1.1,1.4,80.2,1.4,2.5,3.9,0.8,1,0.8,0.3,0.2,1.8,1.4,8.9
320,O. COOKOMAR COOK,"UNI, VBC, EAM, CLA, LRY",105,88,26,6.7,0.8,2.1,37.4,1.3,3.6,37.2,1.2,1.6,73.8,0.3,1.6,1.9,5.2,1.3,1.8,0,0.2,2.3,2,8.9
321,V. PRASKEVICIUSVIRGINIJUS PRASKEVICIUS,"OOS, ULK",56,38,24,9.9,2.4,4.9,49.1,1.3,3.1,40.3,1.3,1.9,67.6,1.2,3.1,4.4,1.1,0.8,1.4,0.2,0.2,2.8,1.9,8.9
322,E. ZUKAUSKASEURELIJUS ZUKAUSKAS,"FOR, ULK, OLY, ZAL",59,48,19,6.4,2.4,4.5,54,0,0,100,1.5,3,50.8,1.7,3.2,4.9,0.7,0.7,1.3,1.3,0.4,2.6,2.8,8.9
323,A. MARICALEKS MARIC,"PAR, PAO, LOK, MAC, GSL",86,32,14,6.3,2.2,3.7,60.6,0,0,0,1.8,2.9,62.5,1.5,2.6,4.1,0.7,0.7,1.3,0.4,0.3,2.1,3.1,8.9
324,L. VILDOZALUCA VILDOZA,"TDS, CZV, PAO",136,69,21,9,1.5,3.3,46.7,1.5,4.2,36.5,1.4,1.6,85,0.3,1.7,2,3.4,1.2,2,0.1,0.2,2.1,2.2,8.9
325,G. BASILEGIANLUCA BASILE,"FOR, FCB, CTU, EAM",223,129,25,9.7,1.3,2.7,48.7,1.9,5.2,36.6,1.4,1.8,81.1,0.4,2.1,2.5,2.1,1.2,1.3,0.1,0.2,2.2,2,8.9
326,T. DORSEYTYLER DORSEY,"MTA, OLY, FBB",114,52,21,11.2,1.9,4.1,46.8,1.8,4.8,38.1,1.9,2.5,76.1,0.4,1.9,2.4,1.7,0.6,1.7,0.1,0.5,2,2.9,8.9
327,Y. FALLYOUSSOUPHA FALL,"TDS, ASV",123,58,14,7,2.8,4.2,65.9,0,0,0,1.5,2.2,66.1,1.9,2.6,4.5,0.3,0.3,1.3,0.5,0.1,2.4,2.4,9
328,E. RENTZIASEFTHYMIOS RENTZIAS,"FCB, ULK, MPS",65,17,18,8.7,2.6,4.6,57.3,0.7,2.2,33.3,1.3,1.8,70.1,1.4,2.6,3.9,0.5,0.6,1,0.7,0.2,2,1.7,9
329,C. JERRELLSCURTIS JERRELLS,"PAR, FBU, BJK, UNK, EA7",133,40,22,9.7,2.1,4.2,48.5,1.4,4,35.3,1.4,1.8,77.7,0.3,1.7,2,2.4,0.7,1.5,0.1,0.3,1.5,2.5,9
330,S. RISACHERSTEPHANE RISACHER,"OLY, UNI",96,58,21,9.4,2.3,4.1,56.2,1,2.5,40.3,1.8,2.2,78.5,0.7,2.2,2.8,0.9,0.6,1.3,0.3,0.2,2,2.2,9
331,M. LAMPEMACIEJ LAMPE,"RMD, MAC, CLA, FCB",86,37,17,8.8,3,6,50.2,0.4,1.2,30.8,1.7,2.2,77.7,1.5,2.8,4.3,0.7,0.3,0.9,0.4,0.2,1.9,1.8,9
332,J. WELSCHJIRI WELSCH,"LJU, UNI, CHA",121,82,24,9,2.3,4.7,48.4,0.7,2.1,34.7,2.2,3.1,71,0.8,2.2,3,1.7,1.1,1.8,0.1,0.3,2.2,3.2,9
333,R. BEAUBOISRODRIGUE BEAUBOIS,"SIG, BKN, EFS",238,141,21,10.6,2.2,4.2,52.9,1.7,4.1,41.8,1,1.1,85.5,0.2,1.6,1.8,1.9,0.7,1.1,0.4,0.2,2,1.5,9
334,N. WOLTERSNATE WOLTERS,"ZAL, MTA, CZV, PAO",124,79,20,9.2,3,5.6,52.9,0.8,2.3,35.7,0.8,1.2,68.7,0.3,2,2.4,3.1,0.7,1.2,0.1,0.4,2,1.7,9
335,R. CHIACIGROBERTO CHIACIG,"MPS, VIR, ROM",94,68,18,7.9,2.8,5.6,51.1,0,0,0,2.2,3.7,58.6,1.9,2.7,4.6,0.4,0.9,1.4,0.5,0.5,2.3,3.1,9
336,J. HOLDENJR HOLDEN,"AEK, CSK",209,183,31,11.4,2.2,5.2,42.8,1.8,5.4,33.5,1.5,2.3,67.4,0.4,1.7,2.1,2.9,1.2,1.7,0,0.3,1.7,2.5,9
337,H. BESOKHUSEYIN BESOK,"MAC, ASV, PRO",70,39,17,8.4,3.2,6.7,47.4,0.1,0.3,42.1,1.7,2.6,64.3,1.4,3.2,4.6,1.2,0.5,1.2,0.4,0.3,2.5,2.6,9.1
338,L. FOIRESTLAURENT FOIREST,"BKN, PAU, ASV",90,58,25,10.3,1.5,3.6,42.2,1.7,4.2,41.5,2.1,2.6,79.9,0.3,2.7,2.9,1.3,1.1,1.6,0.1,0.2,2.9,3,9.1
339,L. PAPADOPOULOSLAZAROS PAPADOPOULOS,"PAO, DYN, RMD, OLY",90,49,18,7.2,2.8,5.1,54.8,0,0,0,1.6,2.6,62.1,1.4,2.6,3.9,1.2,0.6,1.6,0.4,0.2,2.3,3,9.1
340,J. THIEMANNJOHANNES THIEMANN,"BRO, BER",99,26,17,7.4,2.1,4.1,52.5,0.5,1.6,33.3,1.5,2.1,74.6,1.4,2.4,3.7,1.4,0.6,1.2,0,0.4,1.6,2.8,9.2
341,M. GUDURICMARKO GUDURIC,"CZV, FNB",213,76,20,9.4,1.7,3,56,1.4,3.5,39.8,1.8,2.2,83.5,0.4,1.7,2.1,2.3,0.8,1.6,0.1,0.2,2.3,2.4,9.2
342,A. BETTSANDY BETTS,"AEK, BKN, CJB",98,76,22,8.3,3,5.8,52.5,0,0,0,2.3,3.5,64.9,1.9,3.1,5,0.6,0.4,1.7,0.5,0.2,3.1,3.3,9.2
343,B. NDONGBONIFACE NDONG,"FCB, UNI",96,37,16,7.9,3.1,5.3,57.7,0,0,33.3,1.8,2.6,68.8,1.4,2.5,3.9,0.3,0.4,1.1,1,0.2,2.1,2.1,9.2
344,D. MARCONATODENIS MARCONATO,"TRE, FCB, MPS, CTU, DSS",196,141,19,6.6,2.7,4.3,61.3,0,0.1,27.8,1.2,1.7,73.3,1.5,3.5,4.9,0.7,0.7,1,0.7,0.1,2.7,1.5,9.2
345,R. RUBIORICKY RUBIO,"CJB, FCB",63,41,20,5.5,0.9,2.2,39.7,0.5,2,27.6,2.1,2.6,83.2,0.7,2.1,2.8,3.5,2,2,0,0.1,2.2,2.9,9.2
346,D. MALLETDEMOND MALLET,"BRO, COL, CJB, CHA, MAC",71,57,27,12.3,2.3,4.3,52.8,2.1,5.7,36.8,1.5,2,76.8,0.3,1.6,2,2.4,1.1,1.8,0,0.3,2.5,2.2,9.2
347,A. POLONARAACHILLE POLONARA,"TDS, FBB, EFS, ZAL, VIR",126,42,20,6.7,1.5,2.8,55.1,0.9,2.6,35.9,0.8,1.3,61.7,1.3,3,4.3,1.1,0.7,0.5,0.6,0.2,1.5,1.5,9.2
348,F. HOUSEFRED HOUSE,"PAR, LIE, BKN",62,59,27,10.5,2.6,5.8,44.9,0.9,3.7,25.1,2.5,3.5,70.5,1.5,2.6,4.2,1.4,2.5,2,0.2,0.5,3,3,9.2
349,D. LIGHTYDAVID LIGHTY,"CTU, NAN, ASV",111,65,23,9.6,2.7,5.2,51.5,0.9,2.4,38.5,1.5,2,76.7,0.7,1.9,2.6,1.7,0.8,1.4,0.1,0.3,2,2.5,9.2
350,E. ULANOVASEDGARAS ULANOVAS,"FNB, ZAL",273,225,25,7.4,1.8,3.7,48.4,0.7,1.8,37.7,1.8,2.2,82.2,1.2,2.2,3.4,1.8,0.6,1.3,0.2,0.2,1.9,2.7,9.3
351,G. JURAKGORAN JURAK,"OLY, LJU, ZAL",61,35,21,8.6,2.8,5.4,52.6,0.3,1,29.3,2.1,3.6,58.5,1.8,3.2,5.1,1.1,1,1.8,0.1,0.5,3.5,3.9,9.3
352,C. SINGLETONCHRIS SINGLETON,"LOK, PAO, FCB, EFS",251,165,23,7.7,1.4,3,44.8,1.1,2.8,39.5,1.7,2.2,77,1.1,3.2,4.3,0.8,1,1,0.5,0.2,2.6,2.5,9.3
353,M. BADERMARTON BADER,"MES, CIB",44,37,23,7.5,2.4,4.5,53.5,0.2,0.6,32,2.1,3,70,2.2,3.6,5.8,0.6,0.5,1.2,0.6,0.4,3.2,2.6,9.4
354,J. NUNNALLYJAMES NUNNALLY,"AXM, FNB, MTA, PAR",152,73,22,9.4,1.8,3.5,51.5,1.4,3.1,44.2,1.6,1.8,89.9,0.5,1.9,2.5,1.8,0.5,1.2,0.2,0.3,1.7,1.7,9.4
355,D. NICHOLASDREW NICHOLAS,"TRE, EFS, PAO, EA7, CSK",130,95,28,11.8,1.9,4.1,46.3,2.1,5.4,39.1,1.6,2.1,73.7,0.2,1.8,2,2.3,0.8,1.5,0.1,0.2,2,2.3,9.4
356,M. LOJESKIMATT LOJESKI,"OLY, PAO",143,49,21,8.7,1.9,3.4,56.2,1.3,3,42.6,1,1.3,79,0.7,2.5,3.1,1.5,0.5,0.9,0.2,0.2,1.5,1.5,9.4
357,S. LLULLSERGIO LLULL,RMD,375,214,22,9.9,1.7,3.6,47.1,1.6,4.7,33.4,1.8,2.2,82,0.3,1.3,1.6,3.5,0.6,1.3,0.1,0.2,1.9,2.5,9.4
358,A. MOERMANADRIEN MOERMAN,"ORL, SLU, LIM, DDI, FCB, EFS, ASM",239,154,22,8,2,3.6,54.1,1.1,3.2,35.1,0.7,1,73,1.2,3.8,5,0.9,0.7,0.9,0.3,0.1,1.8,1.4,9.4
359,T. THOMPKINSTREY THOMPKINS,"NIZ, RMB",188,59,19,9.2,2.1,3.8,54.1,1.4,3.2,42.1,1,1.2,88.1,0.7,3.5,4.2,0.9,0.5,0.9,0.3,0.2,2,1.2,9.4
360,S. JAMESSHAWN JAMES,"MAC, EA7, OLY",74,30,16,7.1,2.9,4.7,61.4,0,0.1,12.5,1.2,1.8,66.4,1.6,2.5,4.1,0.7,0.6,0.9,1.3,0.5,2.3,1.9,9.4
361,A. FOTSISANTONIS FOTSIS,"RMD, DYN, EAM, PAO",250,134,22,7.7,1.4,2.5,57.7,1.2,3,40.8,1.2,1.5,77.7,1.3,3.1,4.5,0.7,0.6,0.8,0.4,0.1,1.7,1.4,9.5
362,J. FREELANDJOEL FREELAND,"UNI, CSK",70,42,18,9,3.6,6.3,57.2,0.2,0.7,23.9,1.4,2.1,65.8,1.4,3.4,4.8,0.6,0.4,1,0.3,0.5,2.1,1.9,9.5
363,R. STELMAHERSROBERTS STELMAHERS,"ULK, LJU, LIE",71,51,25,9.1,1.7,3.7,46.2,1.1,3.2,33.2,2.5,3.1,81.7,0.3,1.8,2.1,2.5,1,1.2,0,0.2,2.5,3.4,9.5
364,D. HACKETTDANIEL HACKETT,"MPS, EA7, OLY, BRO, CSK, VIR",276,157,22,8.2,1.8,3.7,47.1,0.9,2.5,37.2,1.9,2.5,77.3,0.3,2.2,2.5,2.9,0.8,1.4,0,0.3,2.7,3.5,9.5
365,D. LOGANDAVID LOGAN,"PRO, CLA, PAO, MAC, DSS",120,68,26,11.5,2.5,5.1,49,1.8,5,36,1.2,1.7,70.5,0.3,1.7,2,2.2,1.5,1.8,0.2,0.4,1.5,2.2,9.5
366,T. PLEISSTIBOR PLEISS,"COL, BRO, LBO, FCB, GSO, VBC, EFS",314,155,16,8,3.1,5.2,59.3,0.2,0.6,38,1.2,1.4,84.1,1.4,2.8,4.2,0.4,0.3,0.9,0.7,0.3,1.9,1.6,9.5
367,J. EVANSJEREMY EVANS,"DTI, KHI, AXM, PAO",91,40,19,7.1,2.4,3.8,63.4,0.4,1.1,40.8,0.9,1.3,71.2,1.5,2.7,4.2,0.5,0.5,0.8,0.7,0.1,1.6,1.5,9.6
368,S. JASIKEVICIUSSARAS JASIKEVICIUS,"MAC, FBU, LIE, PAO, ZAL, FCB",226,97,21,10.4,1.9,3.7,50.9,1.4,3.5,39.4,2.4,2.6,92.3,0.3,1.3,1.6,3.3,0.6,2.3,0,0.2,2.1,2.4,9.6
369,H. DOMERCANTHENRY DOMERCANT,"EFS, OLY, MPS, UNK, GSL",149,95,24,11,1.9,4.4,43.2,1.7,4.1,42.2,1.9,2.3,82.2,0.5,2.1,2.6,1.1,1,1.3,0.1,0.2,2,2.7,9.6
370,P. PRIGIONIPABLO PRIGIONI,"RMD, CLA",186,111,24,6.1,0.7,1.1,61.1,1.2,3.4,35.5,1.1,1.3,83.1,0.6,1.8,2.5,4.3,1.7,1.6,0,0.1,2.1,1.6,9.6
371,T. WALKUPTHOMAS WALKUP,"ZAL, OLY",175,152,22,7.3,1.8,3.5,52,0.9,2.6,35.3,0.9,1.1,82.8,0.6,2.2,2.8,4.1,1.1,1.7,0.1,0.2,2.5,2.1,9.6
372,E. BATISTAESTEBAN BATISTA,"MAC, CLA, EFS, PAO",85,38,18,8.4,3.4,6,56.2,0,0,50,1.6,2.3,68.2,1.8,3.1,4.9,0.8,0.8,2,0.3,0.5,2.4,2.6,9.6
373,A. TYUSALEX TYUS,"CTU, EFS, GSO, MTA, RMB, ASV",221,45,17,7.2,3.1,4.9,63.9,0,0,0,0.9,1.7,53.4,1.7,2.7,4.4,0.3,0.4,0.8,1.1,0.2,1.6,1.5,9.6
374,V. KHRYAPAVICTOR KHRYAPA,CSK,240,156,19,6,1.5,2.6,56.1,0.7,1.9,37.2,1,1.3,72.8,0.8,3.7,4.5,2.3,1,1.5,0.7,0.1,2.3,1.8,9.6
375,M. TIMINSKASMINDAUGAS TIMINSKAS,"BKN, ZAL",80,46,25,8.7,2.2,4.4,49.4,0.7,2.1,33.9,2.2,2.9,78.6,1.2,3.2,4.4,1.6,1.2,1.8,0.3,0.3,3.2,3.1,9.6
376,Z. ERCEGZORAN ERCEG,"OLY, CSK, GSL",98,55,21,9.1,1.7,3.3,49.4,1.3,3.5,36.3,2,2.3,85.4,0.9,2.6,3.6,0.8,0.7,0.9,0.2,0.2,1.9,2.5,9.7
377,S. LASMESTEPHANE LASME,"PAR, MAC, EFS, PAO",141,77,21,8.1,2.9,5.5,52.6,0,0.1,25,2.2,3,72.9,1.7,3.1,4.8,0.7,0.7,1.6,1.2,0.3,3.2,2.8,9.7
378,C. WALDENCOREY WALDEN,"CZV, BAY",84,37,21,9.7,1.3,2.7,47.2,1.5,4.1,37.6,2.5,2.9,86.1,0.3,1.5,1.8,2.4,0.9,1.6,0.1,0.3,2.8,3.9,9.7
379,H. MOTTOLAHANNO MOTTOLA,"BKN, FOR, PES, ZAL, ARI",83,56,23,11.3,3,5.7,51.6,1,2.4,40.6,2.5,3,83.3,1,2.9,3.9,0.8,0.7,1.6,0.3,0.4,3.4,2.8,9.7
380,S. SAMUELSSAMARDO SAMUELS,"EA7, FCB",74,48,20,9.3,3.3,6,54.9,0.1,0.6,25,2.4,3.4,68.5,1.6,2.3,4,0.5,0.3,1.4,0.4,0.4,2.1,3.3,9.7
381,M. BAZDARICMARINO BAZDARIC,"LJU, CIB, CED",64,37,25,10.9,1.9,3.9,49.2,1.7,4.6,36.5,2,2.4,82.7,0.5,2.9,3.3,1.4,1.1,1.5,0,0.2,2.6,2.6,9.7
382,B. BARONBILLY BARON,"CZV, ZEN, EA7",118,43,21,10.7,1.3,2.6,49.4,2.1,5.2,40.5,1.7,2,85.8,0.2,1.8,2,2,0.5,1.2,0,0.3,1.6,2.3,9.7
383,C. IVERSONCOLTON IVERSON,"LBO, KSK, MTA, ZEN",89,62,19,7.2,2.9,4.8,59.7,0,0,0,1.5,2.5,59.2,2.2,3.1,5.3,0.7,0.6,1.2,0.5,0.4,2.6,2.8,9.8
384,J. CALDERONJOSE  CALDERON,BKN,58,33,23,9,1.8,3.4,53.6,1,2.5,41.4,2.2,2.7,84.4,0.8,1.7,2.5,2.1,1.2,1.4,0.1,0.3,2.2,2.3,9.8
385,H. MUJEZINOVICHARIS MUJEZINOVIC,"LJU, CIB, PAO, LIE",68,40,22,9.8,2.8,5.4,52.2,0.6,1.8,30.9,2.4,3.7,64.9,1.8,2.9,4.7,0.9,1,1.9,0.1,0.3,3.3,4,9.8
386,A. MUMBRUALEX MUMBRU,"RMD, BIL, VBC",69,51,24,9.8,2.1,4,52.5,1.2,3.6,32.8,2,2.6,74.6,0.9,2.9,3.8,2,0.8,1.9,0.1,0.2,2.4,2.9,9.8
387,M. NICOLAMARCELO NICOLA,"TRE, MPS",87,15,20,9.8,1.3,2.3,56.4,1.8,4.6,39,1.8,2.2,80.8,0.5,3,3.5,1.6,0.9,1.4,0.4,0.2,2.6,2,9.8
388,V. MICOVVLADIMIR MICOV,"CLA, CTU, CSK, GSO, AXM",246,182,25,9.7,2.2,4.6,47,1.3,3.2,41.9,1.4,1.8,77.6,0.5,2.4,2.9,2,0.7,1.3,0.1,0.2,1.9,2.4,9.8
389,F. SAN EMETERIOFERNANDO SAN EMETERIO,"LBO, VBC",211,114,22,8.9,2,3.7,53.4,1.1,2.9,39.3,1.5,1.9,80.6,0.7,2.2,2.9,1.8,0.5,1.1,0,0.3,1.4,2.4,9.8
390,Z. PLANINICZORAN PLANINIC,"CIB, BKN, CSK, KHI, EFS",169,109,23,9.2,2.7,5.2,52.4,0.6,2.2,28.9,1.8,2.7,66.8,0.6,2.2,2.8,3.3,0.9,1.9,0.2,0.3,2.7,3.3,9.8
391,T. JEKIRITONYE JEKIRI,"ASV, TDS, UNK, FBB",111,53,19,6.7,2.8,4.9,56.9,0,0,0,1.2,1.7,66,2,3.5,5.4,1.3,0.7,1.1,0.4,0.3,2.2,1.6,9.9
392,V. EVTIMOVVASSIL EVTIMOV,"PEM, ASV, LJU, FOR",56,19,16,7.2,2.9,5.3,55.9,0,0,0,1.3,2.6,50,2.1,3.6,5.7,1.1,1,1.3,0.1,0.3,2.3,2.4,9.9
393,T. PAPALOUKASTHEODOROS PAPALOUKAS,"OLY, MAC, CSK",252,20,20,6.8,2.1,3.3,61.5,0.4,1.3,30,1.5,2.2,69.4,0.4,2,2.4,3.9,1.3,1.7,0.1,0.2,2,2.2,9.9
394,S. KAUNSASHA KAUN,CSK,142,94,17,7.6,3,4.3,70.2,0,0,0,1.6,2.8,58.1,1.4,2.2,3.6,0.4,0.5,0.7,0.8,0.3,2.1,2.6,9.9
395,R. KAUKENASRIMANTAS KAUKENAS,"RMD, MPS, ZAL, LBO",114,61,24,11.6,3.4,6.8,51,0.7,2.2,33.7,2.5,2.9,87.4,0.7,1.3,1.9,1.8,1,1.8,0,0.4,2.2,3.1,9.9
396,S. STOMBERGASSAULIUS STOMBERGAS,"BKN, EFS, ULK, ZAL",78,74,28,11.7,2.2,4.3,51.8,1.7,4.2,42,2.1,2.5,82.5,0.9,2.3,3.2,1,1.2,1.6,0.1,0.3,3.3,2.9,10
397,M. JARICMARKO JARIC,"VIR, RMD, MPS",67,49,25,9.7,2.8,5.4,51.9,0.7,2.5,29.4,1.9,2.8,65.6,0.8,2.6,3.3,2,1.8,2,0.1,0.3,2.4,3.1,10
398,J. GORDONJAMON GORDON,"MAR, OLY, GSL, EFS, DDI",125,103,26,8.6,3.2,6.7,47.3,0.4,1.4,29.8,1,1.5,69,0.7,2.6,3.3,3.5,1.8,1.8,0.3,0.3,2.5,2,10
399,C. ARROYOCARLOS ARROYO,"BKN, MAC, GSL, FCB",80,57,26,11.4,2.6,5.8,44.1,1.5,4.2,34.7,1.9,2.2,85.4,0.3,1.7,2,4,0.6,1.6,0,0.4,2.2,2.5,10
400,J. GRANGERJAYSON GRANGER,"UNI, EFS, BER, KBA",206,132,23,8.8,2,4.6,44.7,1.2,3.4,33.8,1.2,1.6,75.7,0.3,2.1,2.4,4.1,0.7,1.8,0.1,0.3,1.8,3.1,10
401,M. GRIGONISMARIUS GRIGONIS,"ZAL, CSK, PAO",122,73,22,10.2,1.6,3.3,48.4,1.5,3.5,44.2,2.4,2.6,90.3,0.3,1.6,2,2.2,0.6,1.6,0,0.3,2.5,3.4,10.1
402,A. WOJCIKADAM WOJCIK,"PER, UNI, WKS, PRO",95,62,22,10.8,3.3,6.1,53.8,0.6,1.8,33.7,2.5,3.4,71.3,1.3,2.1,3.4,0.7,0.7,1.8,0.7,0.2,2.6,3.3,10.1
403,A. NOCIONIANDRES NOCIONI,"LBO, RMB",172,78,20,10.1,2.4,4.6,52.4,1.1,3.1,36.6,1.9,2.5,76,0.8,3.6,4.4,0.8,0.6,1.6,0.6,0.3,2.4,2.6,10.1
404,M. MAMICMATEJ MAMIC,CIB,45,34,26,8.1,1.9,3.1,60.4,0.9,2.8,32.5,1.6,2.4,67.6,1.8,3.1,4.9,1.2,1.1,0.9,0.1,0.2,2.6,2.2,10.1
405,R. HICKMANRICKY HICKMAN,"MAC, FNB, EA7, BRO",152,101,24,10.6,2.1,4.5,46.3,1.2,3.5,33.6,2.9,3.6,78.8,0.4,2,2.4,2.6,1,1.8,0.1,0.6,2.2,3.8,10.2
406,G. PRINTEZISGEORGIOS PRINTEZIS,"UNI, OLY",375,237,20,9.6,3.2,5.9,54.3,0.6,1.8,34,1.4,2,68.5,1,2.8,3.9,0.9,0.3,0.9,0.2,0.3,1.5,2.4,10.2
407,G. DECKGABRIEL DECK,RMB,129,82,21,8.4,2.5,4.4,58.3,0.5,1.3,35.7,1.9,2.3,81.9,1,2.8,3.8,1.3,0.4,1,0.1,0.2,1.5,2.2,10.2
408,T. KINSEYTARENCE KINSEY,"FBU, EFS, PAR, NIZ, CZT",94,61,26,10.9,3.4,7.1,46.9,0.6,2.1,29.6,2.3,3,77.6,0.8,2.8,3.5,1.4,1.4,1.5,0.2,0.4,2.2,2.9,10.2
409,R. PITTISRICCARDO PITTIS,TRE,76,54,25,6.4,2.6,4.3,59.5,0,0.2,17.6,1.2,2.8,43.3,0.7,2.4,3.1,3.6,2.2,1.7,0.2,0.2,2.6,2.7,10.2
410,T. LYDAYTERRELL LYDAY,"ASV, TRE, UNK",51,42,24,11.1,2.4,5.2,44.9,1.2,3.3,36.5,2.8,3.7,75.4,0.5,1.8,2.3,2.2,1.5,2,0.2,0.3,2.6,3.8,10.3
411,T. RICETYRESE RICE,"MAC, KHI, FCB, PAO",112,58,24,11.2,2.3,5.4,43,1.4,4.2,34,2.3,2.7,85.6,0.3,1.5,1.7,4.2,0.8,2.1,0.1,0.6,2.1,3.3,10.3
412,M. MACVANMILAN MACVAN,"MAC, PAR, GSL, EA7",82,44,20,8.1,2.3,4.2,55.2,0.6,1.8,35.4,1.6,2,80.4,1.6,2.9,4.5,1.3,0.4,0.9,0.1,0.4,1.6,2.1,10.3
413,D. SLANINADONATAS SLANINA,"ZAL, PRO",60,42,28,13,2.4,4.7,50.9,2,5.1,39,2.2,2.6,87.1,0.5,1.8,2.3,1.5,0.8,1.5,0.1,0.4,2.6,2.8,10.4
414,P. JANKUNASPAULIUS JANKUNAS,"KHI, ZAL",392,283,21,8.3,2.6,4.7,54.4,0.4,1.3,29.7,1.9,2.4,79.3,1.4,3.7,5.1,1.1,0.6,1.3,0.3,0.3,2.5,2.7,10.4
415,A. GRANGERANTONIO GRANGER,"VIR, CSK, EFS",94,81,28,12.2,2.2,4.3,50.2,2.2,4.9,43.9,1.3,1.9,71.8,0.9,2.6,3.5,0.8,0.8,1.2,0.2,0.4,2,1.9,10.4
416,D. MOTIEJUNASDONATAS MOTIEJUNAS,"ZAL, PRO, ASM",93,82,19,9.2,3.3,5.4,61.9,0.5,1.5,29.2,1.2,2.4,50.2,1.4,3.1,4.5,0.7,0.4,1.1,0.3,0.2,2,2.9,10.4
417,R. HENDRIXRICHARD HENDRIX,"MAC, EAM, LOK, UNI",91,38,19,8,3.3,5.9,55.3,0,0.1,30,1.3,2,67.4,2.1,3.5,5.6,1,0.6,1.1,0.9,0.3,2.8,2,10.5
418,K. PANGOSKEVIN PANGOS,"ZAL, FCB, ZEN, CSK, EA7",157,132,24,10.4,1.9,4.1,45.7,1.8,4.5,39.9,1.3,1.6,79.4,0.3,1.6,2,4.7,0.7,2.1,0,0.4,2.4,2.9,10.5
419,O. HUNTEROTHELLO HUNTER,"MPS, OLY, RMB, CSK, MTA, BAY",275,83,19,8.2,3.3,5.6,58.7,0.1,0.3,36,1.3,1.8,68.7,2.2,3,5.2,0.8,0.6,1,0.4,0.2,2.3,1.8,10.5
420,E. CALLOWAYEARL CALLOWAY,"CIB, UNI",61,52,24,9.2,2,3.6,55.8,1.3,3.3,39.1,1.4,1.7,82.4,0.6,2.3,2.9,2.6,1.2,1.8,0.1,0.2,2.1,2.5,10.5
421,B. THORNTONBOOTSY THORNTON,"FCB, EFS, MPS",138,116,26,10,2.4,5,48.3,0.9,2.8,33.9,2.3,3.1,76.2,1,2.8,3.8,2,1.3,1.6,0.1,0.3,2.4,2.9,10.5
422,N. MELLINICOLO MELLI,"BRO, FNB, MIL",272,205,23,7.5,1.9,3.7,52.5,0.8,2.1,37.6,1.3,1.7,76.1,1.3,3.8,5,1.4,0.9,1,0.5,0.1,2.6,2.4,10.5
423,D. SMITHDEVIN SMITH,"FBU, MTA",150,131,28,10.6,2.4,4.7,51.1,1.5,4.2,35.9,1.3,1.5,83.3,1,4,5.1,1.5,0.7,1.3,0.5,0.3,2.7,1.8,10.5
424,R. FERNANDEZRUDY FERNANDEZ,"CJB, RMD",326,135,22,9.1,1.2,2.4,47.9,1.8,4.9,35.8,1.5,1.8,83.5,0.7,2.2,2.9,2.5,1.1,1,0.2,0.1,1.6,2.4,10.6
425,L. ELIYAHULIOR ELIYAHU,"CLA, MAC",135,79,18,9.1,3.9,6.7,57.7,0,0.1,12.5,1.3,2,65,1.1,2.7,3.8,1.5,0.6,1.2,0.3,0.3,1.6,2,10.6
426,S. RODRIGUEZSERGIO RODRIGUEZ,"EST, CSK, AXM, RMD",374,99,20,9.7,1.8,3.6,50.3,1.5,4,38.5,1.4,1.7,85.3,0.3,1.6,1.9,4.7,0.8,2,0.1,0.3,1.9,2.1,10.6
427,F. REYESFELIPE REYES,"EST, RMD",357,157,17,8.5,2.7,5.5,49.8,0.1,0.4,32,2.7,3.6,74.9,2,3.1,5,0.8,0.6,1.3,0.2,0.4,2.7,3.7,10.6
428,R. SATOROMAIN SATO,"MPS, PAO, FBU, VBC",135,122,26,9.4,2.2,4.8,47,0.9,2.5,36.3,2.2,2.8,78.9,1.4,3,4.5,1.1,1.1,1,0.2,0.3,2.5,2.9,10.6
429,D. SANTIAGODANIEL SANTIAGO,"UNI, FCB, EFS, CHA",105,78,17,8.8,3.3,5.4,61.3,0,0,0,2.2,3.4,64.8,1.2,2.8,4,0.6,0.5,1.7,0.7,0.3,2.8,4.1,10.6
430,E. LORBEKERAZEM LORBEK,"FOR, TRE, UNI, ROM, CSK, FCB",223,157,21,9.1,3.1,5.4,56.4,0.6,1.5,38.8,1.3,1.9,66.8,1.3,2.7,4,0.9,0.7,0.9,0.5,0.3,2,2.4,10.6
